absolute:0.289904,2.037254,0.3341214|0.289904,2.037254,0.3341214|0.2969269,2.031092,0.3593952|0.2939407,2.030723,0.385561|0.2999075,2.035465,0.4191641|0.3138764,2.041611,0.451563|0.34228,2.053085,0.4237831|0.3665604,2.055465,0.455727|0.3821976,2.054463,0.476169|0.358589,2.054636,0.406686|0.3905383,2.05307,0.4390346|0.4109399,2.05046,0.4597565|0.368354,2.046211,0.3888124|0.4006702,2.045281,0.4145564|0.4223189,2.042815,0.4323989|0.332766,2.031133,0.3452158|0.3741892,2.033968,0.3700487|0.4035648,2.033504,0.3840777|0.4226436,2.029446,0.3931817|0.3146904,2.046714,0.4771395|0.3979843,2.055004,0.4938741|0.4302755,2.05065,0.4778577|0.4417939,2.042222,0.4493688|0.44304,2.028035,0.4042945:
absolute:0.290364,2.036958,0.3338899|0.290364,2.036958,0.3338899|0.2974399,2.030789,0.3591471|0.2945062,2.030428,0.3853188|0.3005422,2.035161,0.418911|0.3145276,2.04132,0.4513003|0.3429565,2.052742,0.4234331|0.367325,2.055113,0.4553105|0.3830177,2.054112,0.47571|0.3592277,2.054282,0.4062989|0.391265,2.052705,0.4385597|0.4117198,2.050075,0.4592266|0.3689455,2.045852,0.3884024|0.4013231,2.044904,0.4140684|0.4230142,2.04243,0.4318579|0.3332466,2.030805,0.3448859|0.3747286,2.033606,0.3696243|0.4041333,2.03311,0.383591|0.4232302,2.029038,0.392651|0.3153317,2.046445,0.4768727|0.3988529,2.054651,0.4933718|0.431102,2.050237,0.4772781|0.4425308,2.041829,0.44878|0.4436504,2.02761,0.4037177:
absolute:0.2908385,2.036649,0.3336296|0.2908385,2.036649,0.3336296|0.2979718,2.030472,0.3588687|0.2950949,2.030118,0.3850468|0.3012058,2.034842,0.4186267|0.3152105,2.041016,0.4510049|0.3436648,2.052381,0.4230443|0.3681237,2.05474,0.4548532|0.383873,2.053736,0.4752088|0.3598947,2.05391,0.4058701|0.3920252,2.052309,0.438037|0.4125352,2.049648,0.4586452|0.3695615,2.045474,0.3879487|0.4020056,2.044497,0.4135295|0.4237418,2.042004,0.4312615|0.3337432,2.03046,0.344519|0.3752884,2.033225,0.3691551|0.4047256,2.03269,0.3830519|0.4238403,2.028596,0.3920639|0.3159998,2.046166,0.4765726|0.3997577,2.054267,0.4928262|0.4319662,2.049768,0.4766445|0.4433023,2.041387,0.448132|0.4442858,2.027143,0.4030806:
absolute:0.2911986,2.036548,0.3333291|0.2911986,2.036548,0.3333291|0.2983984,2.030357,0.3585459|0.2955959,2.029997,0.3847321|0.3018075,2.034708,0.4182951|0.3158635,2.040893,0.450649|0.3442899,2.05221,0.422599|0.3688478,2.054513,0.4543357|0.3846568,2.053466,0.4746428|0.3604724,2.053732,0.4053794|0.3927001,2.052052,0.4374449|0.4132669,2.049327,0.457988|0.3700818,2.045293,0.3874282|0.4026009,2.044235,0.4129104|0.424384,2.041682,0.430576|0.3341291,2.030322,0.3440951|0.3757459,2.033046,0.3686146|0.4052234,2.032437,0.3824224|0.4243542,2.02829,0.3913759|0.3166612,2.046064,0.4762123|0.4005945,2.053953,0.4922137|0.4327506,2.04938,0.4759304|0.4439919,2.041006,0.4473892|0.4448283,2.026781,0.4023317:
absolute:0.2912339,2.03666,0.3324605|0.2912339,2.03666,0.3324605|0.2984934,2.030487,0.3576645|0.2957528,2.030138,0.3838574|0.3020395,2.034863,0.4174045|0.3161256,2.041089,0.4497375|0.3445185,2.052399,0.4216016|0.3691446,2.054711,0.4532847|0.3849965,2.053661,0.4735581|0.3606615,2.053918,0.4043448|0.3929683,2.052221,0.4363295|0.4135798,2.049457,0.4568226|0.3702345,2.045475,0.3863768|0.4028181,2.044392,0.4117754|0.4246399,2.041805,0.4293885|0.3341914,2.03046,0.3431334|0.3758621,2.033219,0.3675576|0.4053771,2.03258,0.3812837|0.4245231,2.0284,0.3901895|0.3169127,2.046293,0.4752944|0.4009706,2.054135,0.4910963|0.4331027,2.049463,0.4747226|0.4442846,2.041092,0.4461569|0.4450215,2.026856,0.4010949:
absolute:0.2914249,2.036601,0.3315988|0.2914249,2.036601,0.3315988|0.2987418,2.030447,0.3567911|0.2960676,2.030103,0.3829909|0.3024337,2.034835,0.416522|0.316564,2.041093,0.4488293|0.344893,2.052424,0.4206149|0.3695824,2.054742,0.4522483|0.3854739,2.053684,0.4724905|0.3609981,2.05394,0.4033225|0.3933765,2.052227,0.4352339|0.4140273,2.049424,0.455682|0.3705367,2.04549,0.3853393|0.4031783,2.044393,0.4106627|0.4250343,2.041778,0.4282291|0.3344084,2.03043,0.3421832|0.3761301,2.033225,0.3665159|0.405681,2.032572,0.3801639|0.4248439,2.028373,0.3890242|0.3173481,2.046322,0.4743812|0.4014816,2.054146,0.4899981|0.4335852,2.049382,0.4735438|0.444712,2.041034,0.4449577|0.4453682,2.026813,0.3998785:
absolute:0.2916174,2.03654,0.3307009|0.2916174,2.03654,0.3307009|0.2989939,2.030408,0.3558809|0.2963931,2.030063,0.3820881|0.3028465,2.034798,0.4156021|0.3170312,2.041083,0.4478804|0.3452755,2.052452,0.4195867|0.3700271,2.05477,0.4511715|0.385957,2.053699,0.4713828|0.3613411,2.053966,0.4022574|0.3937905,2.052227,0.4340952|0.4144785,2.04937,0.4544983|0.3708442,2.045508,0.3842586|0.4035449,2.04439,0.4095047|0.4254345,2.041741,0.4270239|0.3346279,2.0304,0.3411934|0.3764023,2.033235,0.3654309|0.4059913,2.032566,0.3789954|0.4251715,2.028345,0.3878074|0.3178144,2.046333,0.4734281|0.4019976,2.054142,0.4888609|0.4340698,2.049267,0.4723231|0.4451445,2.040957,0.4437125|0.4457233,2.026767,0.3986071:
absolute:0.2925179,2.036119,0.3297825|0.2925179,2.036119,0.3297825|0.2999241,2.030032,0.3549649|0.2973663,2.029725,0.3811768|0.3038698,2.034494,0.4146763|0.3180592,2.040837,0.4469413|0.3462899,2.052185,0.4185718|0.3710743,2.054514,0.4501301|0.3870214,2.053438,0.4703274|0.3623344,2.053662,0.4012198|0.3948198,2.051903,0.4330198|0.4155202,2.048994,0.4534028|0.3718131,2.045169,0.3832252|0.4045501,2.044039,0.4084238|0.4264576,2.041367,0.425917|0.3355398,2.029988,0.3402334|0.3773448,2.032858,0.3644138|0.406963,2.032179,0.3779141|0.4261506,2.027934,0.3866984|0.3187922,2.046143,0.4724787|0.4030774,2.053861,0.4877919|0.4351245,2.048822,0.4712127|0.4461855,2.040555,0.4425832|0.4467185,2.026333,0.3974639:
absolute:0.2931947,2.03577,0.3291641|0.2931947,2.03577,0.3291641|0.3006001,2.029719,0.3543552|0.2980557,2.029433,0.3805687|0.3045694,2.034215,0.4140643|0.3187061,2.040609,0.4463422|0.346964,2.051962,0.4179321|0.3717385,2.054292,0.4494979|0.3876767,2.053208,0.4697019|0.363009,2.053414,0.4005784|0.3954898,2.05163,0.4323817|0.4161771,2.048667,0.4527704|0.3724883,2.044895,0.3825962|0.4052277,2.043758,0.4077911|0.4271291,2.041059,0.4252882|0.3362162,2.029653,0.3396248|0.3780206,2.032558,0.3638023|0.4076505,2.031879,0.3772767|0.4268341,2.02761,0.3860585|0.3193356,2.045964,0.4718724|0.4037251,2.053613,0.4871737|0.435771,2.048425,0.4705909|0.446851,2.040215,0.4419597|0.4474026,2.025985,0.3968194:
absolute:0.2938641,2.035411,0.3285612|0.2938641,2.035411,0.3285612|0.3012681,2.029396,0.3537612|0.2987399,2.029127,0.3799764|0.3052658,2.033916,0.4134687|0.3193403,2.040362,0.4457634|0.347628,2.051728,0.4173097|0.37239,2.054056,0.4488856|0.3883176,2.052963,0.4690975|0.363674,2.053156,0.399955|0.3961481,2.051347,0.4317637|0.4168204,2.048326,0.4521592|0.3731545,2.044612,0.3819852|0.4058951,2.043469,0.4071785|0.4277889,2.040745,0.4246809|0.3368852,2.02931,0.339033|0.378688,2.032248,0.363209|0.40833,2.031574,0.376657|0.427508,2.027281,0.3854389|0.3198525,2.045764,0.4712861|0.404357,2.053349,0.4865781|0.436402,2.048009,0.4699919|0.447503,2.039865,0.44136|0.448075,2.025628,0.3961983:
absolute:0.2946626,2.034836,0.3280852|0.2946626,2.034836,0.3280852|0.3020545,2.028846,0.3532948|0.2995373,2.028581,0.3795111|0.3060741,2.033374,0.4130007|0.3201134,2.039854,0.4453039|0.3483908,2.051238,0.4168395|0.3731289,2.053553,0.4484349|0.3890388,2.052448,0.4686601|0.3644446,2.052645,0.3994902|0.3968973,2.050806,0.4313192|0.4175471,2.047735,0.4517298|0.3739313,2.044079,0.3815339|0.4066598,2.042918,0.406742|0.4285384,2.040166,0.424259|0.337678,2.028738,0.3385823|0.3794708,2.031695,0.3627733|0.4091141,2.031018,0.3762183|0.4282849,2.026708,0.3850081|0.3205448,2.04529,0.4708212|0.4050634,2.052815,0.4861547|0.4371105,2.047356,0.4695814|0.4482383,2.039253,0.4409531|0.4488473,2.025038,0.3957736:
absolute:0.2954285,2.034443,0.3273154|0.2954285,2.034443,0.3273154|0.302779,2.028505,0.3525495|0.3002337,2.028268,0.3787633|0.3067283,2.033104,0.4122549|0.3207103,2.039642,0.4445713|0.3489897,2.051044,0.4161337|0.3736585,2.053411,0.4477796|0.3895245,2.052337,0.4680408|0.3650735,2.052427,0.3988104|0.3974632,2.05063,0.4307058|0.4180689,2.047569,0.4511625|0.374597,2.043833,0.380887|0.4072776,2.042713,0.406159|0.4291208,2.039981,0.4237234|0.3384287,2.028389,0.3379004|0.3801768,2.031416,0.3621599|0.4097989,2.030773,0.3756531|0.4289497,2.026468,0.3844888|0.3210697,2.045118,0.4700811|0.4055101,2.052725,0.4855705|0.4375927,2.047188,0.4690573|0.4487857,2.039082,0.4404594|0.4494893,2.024806,0.395299:
